,Word,Mnemonic_1,Mnemonic_2,Mnemonic_3,Mnemonic_4,Mnemonic_5,Mnemonic_6,Mnemonic_7,Mnemonic_8,Mnemonic_9,Mnemonic_10,Mnemonic_11,Mnemonic_12,Mnemonic_13,Mnemonic_14,Mnemonic_15,Mnemonic_16,Mnemonic_17,Mnemonic_18,Mnemonic_19,Mnemonic_20,Mnemonic_21,Mnemonic_22,Mnemonic_23,Mnemonic_24,Mnemonic_25,Mnemonic_26
47,construe,e.g. if i construe your message correctly...,you need to CONcentrate to decode TRUe messages.,KAUN+TRUE- let me know WHO is truely speaking.- judge said,construe = (cons)ider it is (true)...so we interpret something by ourselves,Concentrate true to decide her feelings.,Construe the abstruse concept.,cons.+true....concentrate on all of your friends action; because you need to give A TRUE EXPLANATION.........TO the monitor.,'const'rue->if a constant appears while doing maths IT IS UNDERSTOOD that it doesnt change the value,,,,,,,,,,,,,,,,,,
48,contrite,SPLIT AS cont (COUNT) - rite (RIGHT). COUNT THE CASH RIGHT; ELSE YOU WILL REGRET IT.,for being a conTRITE i.e lacking originality ;i REGRET,can't(CONT) I did it right(RITE)... so regretful,CON ( a convict or con artist ) TRITE ( hackneyed ) ... A con starts to regret things only if he is being caught again and again !,I feel contrite because I didn't do it right...,CONT+RITE= Cant + right= I regret that I cant do anything rite.,count right otherwise contrite,one who counts right feels pain for wrong thing done by him,"This is for Spanish speakers. CON is with; and TRITE sounds like the Spanish word triste; meaning sad. So ""with sadness"" is contrite.",Contrite = Coulnd't right or couldn't be righteous,"if u do not regret ur mistake i will pull ur ""kaan(con)"" tight(trite)",he said i cant do it right..he is very remorseful;sad now,Contrite -- co + nitrite conversion of nitrite... He filled with a sense of guilt for not able to perform nitrite conversions,contrite sounds like CAN WRITE..I'm so Sorry(expressing pain for offenses)that i CAN even WRITE it down on a paper.,,,,,,,,,,,,
49,convoluted,Convolution theorem was very hard to understand!!,volve is root which means to roll. con is prefix which means together.If you roll some thing completely (within it self) it becomes complicated!! and difficult to entangle it!,Convoluted sounds similar to convalescent; and a convalescent home would require intricate and complicated medical care for its patients,Breaking into a VAULT is COMPLICATED (convoluted),Luti lidha badhane involve karine,lUT(loot)=> in hindi loot means stealing some thing; which is too complex & not easy,this may be helpful --as kids we did reading comprehension in english.with questioins below it (its even there in gre) the ability tp undestand the passage,The convocation speech was filled with convoluted language.,,,,,,,,,,,,,,,,,,
50,covet,Remm it as KUWAIT(country famous for its oil resources).. Every country covet to capture KUWAIT for its oil resources,corvette .. is a very costly American car .. and a lot people long to have it,covet -cricket- COVEr drive many  batsmen WISH that they could play better COVEr drive...I covet that u will remember this for a long time..,On a cold night one of two people in bed is hogging the cover; so the other COVETS the COVERS.,Covet=Cp+vet..He has the great desire and will to get the money  won in BET..but was not able to say,coVET - sounds like WET; girls get wet when they crave for men,,,,,,,,,,,,,,,,,,,,
51,craven,craven --  is the opposite of 'brave'.,Craven sounds like Cita + RAVana => Ravana was a coward man!!! he proved it by taking away Cita/Sita in absence of Ram.,craven - relate with cave + in. You hide in cave if your are coward (in a jungle),one who keeps craving but doesn't do anything,cowards HAVE ALWAYS craven(LONGED FOR) FOR LOVE!,craven == crave sounds like grave .. grave makes you coward,c + raven (bird)...the craven cat was to afraid (coward) to chase the raven.,My friend Raven acts like she is confident and brave BUT she is just the opposite!,cravenâ€”crave+n CRAVE  means to have a great desire for something; so CRAVEN means not having desire for something; so LACKING IN COURAGE;  so CRAVEN; just take the N in opposite sense,c+ravan;see ravan acted cowardly by kidnapping seeta..,Craven with a c is opposite of brave with a b. Craven person too quickly starts thinking of grave.,,,,,,,,,,,,,,,
52,decorum,"""decor um""; decor them to make them more proper and correct",DECO (dekho) yaar; RUM pine ke baad; there is very little possibility that you will be in ORDERLINESS and GOOD MANNERS; CONDUCT.,decorum --  decoration . If something is decorated everything is in order and in good manner.,Decoru....decorate....to decorate our house in Festivals is a DECORUM...,"If you call someone a ""dick-or-umm"" at the dinner table then that is bad manners!",To be proper you must DECORATE the ballroom.,dec+or+rum he will be good in speech; behavior; dress; formal politeness; orderliness; seemliness; decency.,you have to be decorum in most of the forums otherwist you'll be thrown out.,decorum ~ accord ~ according to : approriateness of behavior,decorum(deco=decorated;rum=rum) the decorated rum looks in  order and taste good,,,,,,,,,,,,,,,,
53,deft,Handicapped people (like the deaf) are sometimes skillful in other activities.,deft- sounds like theft ; if a theft is to take place; then it should be neat and skillfull;else police will trace it.,Ravi shastri say for Sachin's backside's delicate touch as 'deft touch by Sachin',Johnny DEPP is the epitome of DEFT acting. Remember Johnny DEFT.,DEFT rhymes with LEFT...lefty people are most of the times skilful;dexterous; or adroit,sounds like 'Depth'. Dexterous [skillful] people usually have depth to their activities.,def+art=neat; skillful,"sounds like ""theft"" ...so to  THEFT  a thing you need to be skillful!..",,,,,,,,,,,,,,,,,,
54,demur,sounds a little like Damn U R wrong!! I object!,"demur --> relate with hindi word ""de mar"" means ""beat"" and you beat someone if you object him/her.",,"de- means ""down""; while mur means wall(mural); ie.; to push against  the wall; which could be a sign of ""objection"".",Your demeanor is your behavior towards others but if you try too hard people might 'question' your intentions and sincerity,The chances of me going out with you are very DIMMER as my parent will object it!,Criminal to Lawyer: DE + MUR  = OBJECTION DEga toh MURega,The DEfying MURmur in the audience rose quickly into a audible demur against his suggestion.,JA MUR (go to hell),remember Michael Douglas demurred to Demi Moore's advancements for Sex in d movie DISCLOSURE!!!,hehehe,de man ur wouldbe; she hesitate raise an objection,girls will dream her wouldbe;hesitate raise an objection if we are not the one.,JA MUR (go to hell),demu.pronounce it like abe+ murkh(insane) ye aisa nahi hai..means you are taking objection.,demur-the words can be arranged to get murder and as we know a murderer always refuses and hesitates at first to tell that he has committed the crime,dey murr in urdu/hindi; means dey (give to them) murr (turn away from or show your back to) to say you dissapprove,,,,,,,,,
55,derivative,"Deriv - Drive /
ative - Relative
Mng:obtaining from the other source.",DRIVE a RELATIVE from his house to yours.,,,,,,,,,,,,,,,,,,,,,,,,
56,desiccate,desi cake is always dried up.,"""Desert Cake"": Cake that has been dried out and turned dull in taste.",Desi+cat is always dry because if she will be wet she will be called bheegi billi...remember 9xm.,"Dessicate =Desi(hindi)
=Land
Cate is similar to cactus 
Hence land where cactus grows which means dry and arid","""Desi Katte""
dekhte hi sab sookh jaate hain.",Desiccate=The Sukka(dry) ate eat.,sounds close to decant,,Desi cat hamesha dry hoti h,Cat(CATE) is carrying dashboard(DESI) in a very dry(DRY UP) area and suffering from dehydration(DEHYDRATE),Desiccate = des (country) + icc + ate; country is been ate by icc cricket so the offices in working days are empty i.e dry up due to match between india & pakistan.,,,,,,,,,,,,,,,
57,diatribe,diatribe = di-tribe = two tribes fighting...criticize,dia+tribe:the lower ranked tribe(in caste division)  always face thunderous verbal attack from upper caste people.,Diabolic Tribute,"Denounced In an Abusive manner by TRIBE.
[TV Ref: Survivors]
(my book's def. for Diatribe = a harsh and abusive denunciation.)","Think of the prefix ""Dia"" as Dynamite! A dynamite verbal attack against a tribe of crazy Indians. [note to whoever wrote this: u sound dumb and racist. the end.]","tribute = respecting dead ppl

tribe =social division of ppl

diatribe = bitter letter for somebody

so; in tribute(funeral) relatives come(tribe/of same cast). And diatribe the some diatribe the GOD for doin this.",dia-circle;tribe-tribals..if you are stuck in the middle of tribal people you would have to face bitter scolding!,dia(do) tribe hain; unme ladai ho gyi.. and they diatribe each other,Dia(Mirza)-scolds;attacks verbally on tribal people for misbehaving with her :),dia+tribe:people from the lower ranked tribe(in caste division) always face thunderous verbal attack from upper caste people.,take tribe in it where tribal people are always abusive and scold each other,Diatribe = di means two; atribe ( attribute); There is controversy who has given the attribution.,,,,,,,,,,,,,,
58,incredulous,in (means not)+cred(means showing or having belief)...so someone who does not have belief on something and someone; hence very skeptical about their nature.,"in (means not)+cred(credit)...
someone does not give any credit to what you say when she/he does not believe in you",,,,,,,,,,,,,,,,,,,,,,,,
59,ingenuous,In+genuine- In genuine relationship people are naive and trusting to each other.,naive and young ppl are generally genuine...,IN (suffix; means NO) + (genuous) (genius) ~ one who is not a genius artist and hence is artless ~ INGENUOUS,"Now i am telling the difference between ingenious and ingenuous....""I AM GENIOUS;U ARE FOOL"".Please see the in ingenuous 'u' is there after 'n'.From this we can infer that ingenious--->clever... ingenuous---->fool","it comes from ingenue which means a young naive young woman
ingenue ~ genie and we know that genie is very childish",like engine; no pretention.,The INGENUE is INGENUOUS,INnocent+GENtle demeanour,its synonym is CANDID(spell as candy).. candy is eaten by NAIVE & YOUNG people..,ingenuous has sound of jejune which means child or naive,Ingenuous = Innocence makes you intuitive genius while being too smart leads you nowhere.,,,,,,,,,,,,,,,
60,abate,"rebate means discount... i.e reducing the price..
abate and rebate are rhyming words",(Tag : ) abate which is rhyming with debate.Debate means raising(actually in discussion imagine that in every thing) just opposite to debate consider abate that is reduction in nature,ab ate mat karo abate your weight,A BAIT is given to rats at home finally rats get reduced. So u can directly give ABATE to rat to reduce its population i.e; ABATE is reducing,"'abate' sounds like the hindi bait"" means ""come sit"". Imagine a tired old man visiting you and you offer a chair and say 'aa bait' it will lessen relieve your tiredness.","ABATE=AB+ATE... here ""ATE"" is the past tense of ""eat"". So when we eat; the quantity tends to reduce or lessen... the same applies here..",Focus on â€˜ateâ€™ part of abate. (eat; ate; eaten). When you eat anything; you reduce it's quantity.,abate= a + bate which almost sounds aa bete in hindi; imagine father sayings his son come(aa) son(bete);come join my business to subside me and reduce my load.,bate(if some body beats u;ur self respect for him gets diminished)...hence abate counts for getng diminishd by sum means...,a+baith: aa baith yani aaja baith ja matlab down ho ja ya reduce ho ja,"ABATE RHYMES WITH ""WAIT"". means waiting to get sumthng subsided",A =always ;BATE = masturbate ;so when you always masturbate ;energy and sperm will be less in amount;degree or intensity,Sachin's  BAT has no intention of aBATing the agony of his opponent bowlers.,"ABATE=AB+ATE.. ""ATE"" is the past tense of ""EAT"".. so When we eat; the quantity tends to reduce or lessen.. SO ABATE stands for lessen or reduce or diminsh or slacken",In Hindi sit down means (baith) + ab = ab baith i.e. abate,ab+ateâ€” ab( away) from ate; if you will be AWAY from ATE(food) you will REDUCE,In an ABATTOIR; butchers ABATE or end the lives of animals.,ABATE= AB + ATE. You got your current six-packs ABdomen because you ATE so little and reduce your fat-intake.,abATE is the opposite of escalATE,AB+ ATE = abishek ate Aishariya lessen her beauty.,,,,,,
61,abjure,"Abjure think it like injure. so once you are injured you will give up.
so abjure means give up",ab+jure...jure- jor (in Hindi) Jor lagaao chodoo mat....(Don't Give up) (this mnemonic is in Hindi Language),abjure ~ ab (away) + jure (jury).  He abjured (rejected; moved away from) her earlier statements in front of jury.,ab jury ke saamne kasam khaata hoon; i'll not do this again,ab+jaanede+yaar (abjure) am renouncing,"ABJURE = the prefix AB- means against. -JURE means rule (like JURY)

So; ABJURE means to rule against.",ab(now);(jury).one compulsoryly have to take an oath in front of a jury,"Abjure = Ab jure (Zaroori in HINDI) .. under pressure you say ""Ab zaroori nahi hai""..","abjure sounds like ""object"" which both are the same in the meaning to renounce",Ab indicates negative meaning. -jure can be thought as JOR in hindi meaning pressure..so GIVING UP UNDER PRESSURE is ABJURE,ab+chod--give up,"Sounds like: ""Abb joor lgaa ke chodh dho."" (Now go all out and give it up)",read ab+jure like ab+jaa(i.e remove;renounce),I SURE never believed in this crap!,Take an oath in front of jury to denounce one's belief.,WoW: you don't want to conjure water but you abjure to do it.,abjure,ab jane de re. (in marathi ab(ata) jau(ju) de re) means give up.,,,,,,,,
